# CKAL ROKET TAKIMI (Data loaded from a file)
# 2437 data points written for 58 variables.
#
# Time (s),Altitude (m),Altitude above sea level (m),Vertical velocity (m/s),Total velocity (m/s),Vertical acceleration (m/s²),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (° N),Longitude (° E),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),Gravitational acceleration (m/s²),CP location (cm),CG location (cm),Stability margin calibers (​),Thrust (N),Thrust-to-weight ratio (​),Drag force (N),Drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Axial drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Wind velocity (m/s),Wind direction (°),Air temperature (°C),Air pressure (mbar),Air density (g/cm³),Speed of sound (m/s),Mach number (​),Reynolds number (​),Reference length (cm),Reference area (cm²),Simulation time step (s),Computation time (s),Coriolis acceleration (m/s²)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
403.392,451.565,1421.565,-4.836,8.39,-0.002,0.299,-3.655,2312.72,2312.723,359.932,6.855,0.299,38.421,34,NaN,NaN,NaN,NaN,63.656,183.346,1.223e4,2000,2.014,0.023,9.796,0,78.6,-6.549,0,0,119.841,848.75,0,848.75,0,848.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.003,180.023,5.76,853.9,0.001,334.789,0.014,4.513e5,12,110,0.247,0.352,0.001
403.64,450.37,1420.37,-4.837,8.45,-0.003,0.008,-3.655,2314.423,2314.426,359.932,6.929,0.007,38.421,34,NaN,NaN,NaN,NaN,63.656,183.346,1.223e4,2000,2.014,0.023,9.796,0,78.6,-6.549,0,0,119.765,848.75,0,848.75,0,848.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.926,180.023,5.768,854,0.001,334.794,0.014,4.512e5,12,110,0.247,0.352,0.001
403.886,449.176,1419.176,-4.837,8.45,0.305,2.555,-3.655,2316.134,2316.137,359.932,6.928,2.537,38.421,34,NaN,NaN,NaN,NaN,63.656,183.346,1.223e4,2000,2.014,0.023,9.796,0,78.6,-6.549,0,0,127.378,848.75,0,848.75,0,848.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.713,180.023,5.775,854.2,0.001,334.799,0.015,4.653e5,12,110,0.247,0.352,0.001
404.133,447.991,1417.991,-4.762,7.898,-0.29,0.531,-3.655,2317.767,2317.77,359.932,6.301,0.444,38.421,34,NaN,NaN,NaN,NaN,63.656,183.346,1.223e4,2000,2.014,0.023,9.796,0,78.6,-6.549,0,0,116.382,848.75,0,848.75,0,848.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.079,180.023,5.783,854.3,0.001,334.803,0.014,4.448e5,12,110,0.251,0.352,0.001
404.384,446.787,1416.787,-4.835,7.854,0.113,1.559,-3.655,2319.333,2319.336,359.932,6.19,1.555,38.421,34,NaN,NaN,NaN,NaN,63.656,183.346,1.223e4,2000,2.014,0.023,9.796,0,78.6,-6.549,0,0,122.671,848.75,0,848.75,0,848.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.431,180.023,5.791,854.4,0.001,334.808,0.015,4.567e5,12,110,0.247,0.353,0.001
404.631,445.597,1415.597,-4.807,7.538,-0.038,1.264,-3.654,2320.814,2320.817,359.932,5.806,1.264,38.421,34,NaN,NaN,NaN,NaN,63.656,183.346,1.223e4,2000,2.014,0.023,9.796,0,78.6,-6.549,0,0,120.344,848.75,0,848.75,0,848.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.428,180.023,5.799,854.5,0.001,334.813,0.014,4.524e5,12,110,0.248,0.353,0.001
404.879,444.402,1414.402,-4.816,7.788,-0.078,0.171,-3.654,2322.295,2322.298,359.932,6.12,0.152,38.421,34,NaN,NaN,NaN,NaN,63.656,183.346,1.223e4,2000,2.014,0.023,9.796,0,78.6,-6.549,0,0,118.861,848.75,0,848.75,0,848.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.195,180.023,5.806,854.7,0.001,334.818,0.014,4.496e5,12,110,0.248,0.353,0.001
405.127,443.206,1413.206,-4.836,7.829,0.008,0.394,-3.654,2323.817,2323.82,359.932,6.157,0.394,38.421,34,NaN,NaN,NaN,NaN,63.656,183.346,1.223e4,2000,2.014,0.023,9.796,0,78.6,-6.549,0,0,120.002,848.75,0,848.75,0,848.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.352,180.023,5.814,854.8,0.001,334.822,0.014,4.517e5,12,110,0.247,0.353,0.001
405.374,442.012,1412.012,-4.834,7.905,0.069,1.231,-3.654,2325.349,2325.351,359.932,6.255,1.229,38.421,34,NaN,NaN,NaN,NaN,63.656,183.346,1.223e4,2000,2.014,0.023,9.796,0,78.6,-6.549,0,0,121.583,848.75,0,848.75,0,848.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.857,180.023,5.822,854.9,0.001,334.827,0.015,4.547e5,12,110,0.247,0.353,0.001
405.621,440.821,1410.821,-4.817,8.137,-0.063,0.485,-3.654,2326.93,2326.933,359.932,6.558,0.481,38.421,34,NaN,NaN,NaN,NaN,63.656,183.346,1.223e4,2000,2.014,0.023,9.796,0,78.6,-6.549,0,0,119.187,848.75,0,848.75,0,848.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.796,180.023,5.83,855,0.001,334.832,0.014,4.502e5,12,110,0.248,0.353,0.001
405.869,439.626,1409.626,-4.832,8.242,-0.009,0.193,-3.654,2328.57,2328.573,359.932,6.677,0.193,38.421,34,NaN,NaN,NaN,NaN,63.656,183.346,1.223e4,2000,2.014,0.023,9.796,0,78.6,-6.549,0,0,119.724,848.75,0,848.75,0,848.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.773,180.023,5.837,855.2,0.001,334.836,0.014,4.513e5,12,110,0.247,0.353,0.001
406.116,438.432,1408.432,-4.834,8.282,0.003,0.261,-3.654,2330.224,2330.227,359.932,6.725,0.261,38.421,34,NaN,NaN,NaN,NaN,63.656,183.346,1.223e4,2000,2.014,0.023,9.796,0,78.6,-6.549,0,0,119.883,848.75,0,848.75,0,848.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.854,180.023,5.845,855.3,0.001,334.841,0.014,4.516e5,12,110,0.247,0.353,0.001
406.362,437.239,1407.239,-4.834,8.334,0.098,1.42,-3.653,2331.892,2331.895,359.932,6.789,1.416,38.421,34,NaN,NaN,NaN,NaN,63.656,183.346,1.223e4,2000,2.014,0.023,9.796,0,78.6,-6.549,0,0,122.233,848.75,0,848.75,0,848.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.097,180.023,5.853,855.4,0.001,334.846,0.015,4.56e5,12,110,0.247,0.353,0.001
406.609,436.05,1406.05,-4.81,8.038,-0.083,0.557,-3.653,2333.524,2333.527,359.932,6.44,0.551,38.421,34,NaN,NaN,NaN,NaN,63.656,183.346,1.223e4,2000,2.014,0.023,9.796,0,78.6,-6.549,0,0,118.985,848.75,0,848.75,0,848.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.167,180.023,5.861,855.6,0.001,334.85,0.014,4.499e5,12,110,0.248,0.353,0.001
406.857,434.854,1404.854,-4.83,7.941,0.036,1.002,-3.653,2335.104,2335.107,359.932,6.303,1.002,38.421,34,NaN,NaN,NaN,NaN,63.656,183.346,1.223e4,2000,2.014,0.023,9.796,0,78.6,-6.549,0,0,120.874,848.75,0,848.75,0,848.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.811,180.023,5.868,855.7,0.001,334.855,0.014,4.535e5,12,110,0.247,0.353,0.001
407.104,433.663,1403.663,-4.821,7.741,-0.018,0.787,-3.653,2336.63,2336.633,359.932,6.056,0.786,38.421,34,NaN,NaN,NaN,NaN,63.656,183.346,1.223e4,2000,2.014,0.023,9.796,0,78.6,-6.549,0,0,119.973,848.75,0,848.75,0,848.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.444,180.023,5.876,855.8,0.001,334.86,0.014,4.518e5,12,110,0.247,0.353,0.001
407.351,432.47,1402.47,-4.826,7.897,-0.025,0.321,-3.653,2338.152,2338.155,359.932,6.25,0.32,38.421,34,NaN,NaN,NaN,NaN,63.656,183.346,1.223e4,2000,2.014,0.023,9.796,0,78.6,-6.549,0,0,119.564,848.75,0,848.75,0,848.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.409,180.023,5.884,855.9,0.001,334.865,0.014,4.511e5,12,110,0.247,0.354,0.001
407.598,431.277,1401.277,-4.832,7.963,0.028,0.793,-3.653,2339.706,2339.709,359.932,6.33,0.792,38.421,34,NaN,NaN,NaN,NaN,63.656,183.346,1.223e4,2000,2.014,0.023,9.796,0,78.6,-6.549,0,0,120.536,848.75,0,848.75,0,848.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.719,180.023,5.892,856.1,0.001,334.869,0.014,4.529e5,12,110,0.247,0.354,0.001
407.845,430.085,1400.085,-4.825,8.115,-0.021,0.438,-3.653,2341.292,2341.295,359.932,6.525,0.438,38.421,34,NaN,NaN,NaN,NaN,63.656,183.346,1.223e4,2000,2.014,0.023,9.796,0,78.6,-6.549,0,0,119.672,848.75,0,848.75,0,848.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.741,180.023,5.899,856.2,0.001,334.874,0.014,4.513e5,12,110,0.247,0.354,0.001
408.092,428.893,1398.893,-4.83,8.205,-0.009,0.015,-3.652,2342.917,2342.92,359.932,6.633,0.012,38.421,34,NaN,NaN,NaN,NaN,63.656,183.346,1.223e4,2000,2.014,0.023,9.796,0,78.6,-6.549,0,0,119.702,848.75,0,848.75,0,848.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.627,180.023,5.907,856.3,0.001,334.879,0.014,4.514e5,12,110,0.247,0.354,0.001
408.339,427.701,1397.701,-4.832,8.204,0.202,2.043,-3.652,2344.553,2344.556,359.932,6.63,2.033,38.421,34,NaN,NaN,NaN,NaN,63.656,183.346,1.223e4,2000,2.014,0.023,9.796,0,78.6,-6.549,0,0,124.775,848.75,0,848.75,0,848.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.613,180.023,5.915,856.4,0.001,334.883,0.015,4.609e5,12,110,0.247,0.354,0.001
408.586,426.515,1396.515,-4.783,8.587,-0.023,1.876,-3.652,2346.25,2346.253,359.932,7.132,1.876,38.421,34,NaN,NaN,NaN,NaN,63.656,183.346,1.223e4,2000,2.014,0.023,9.796,0,78.6,-6.549,0,0,121.707,848.75,0,848.75,0,848.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.214,180.023,5.923,856.6,0.001,334.888,0.015,4.552e5,12,110,0.249,0.354,0.001
408.835,425.323,1395.323,-4.788,8.206,-0.164,0.462,-3.652,2347.969,2347.972,359.932,6.664,0.432,38.421,34,NaN,NaN,NaN,NaN,63.656,183.346,1.223e4,2000,2.014,0.023,9.796,0,78.6,-6.549,0,0,117.915,848.75,0,848.75,0,848.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.879,180.023,5.93,856.7,0.001,334.893,0.014,4.481e5,12,110,0.249,0.354,0.001
409.084,424.126,1394.126,-4.829,8.317,0.014,0.658,-3.652,2349.641,2349.643,359.932,6.772,0.657,38.421,34,NaN,NaN,NaN,NaN,63.656,183.346,1.223e4,2000,2.014,0.023,9.796,0,78.6,-6.549,0,0,120.249,848.75,0,848.75,0,848.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.448,180.023,5.938,856.8,0.001,334.897,0.014,4.525e5,12,110,0.247,0.354,0.001
409.33,422.935,1392.935,-4.826,8.184,0.157,1.913,-3.652,2351.291,2351.294,359.932,6.61,1.906,38.421,34,NaN,NaN,NaN,NaN,63.656,183.346,1.223e4,2000,2.014,0.023,9.796,0,78.6,-6.549,0,0,123.938,848.75,0,848.75,0,848.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.685,180.023,5.946,856.9,0.001,334.902,0.015,4.594e5,12,110,0.247,0.354,0.001
409.577,421.749,1391.749,-4.787,7.785,-0.11,1.143,-3.652,2352.864,2352.867,359.932,6.139,1.137,38.421,34,NaN,NaN,NaN,NaN,63.656,183.346,1.223e4,2000,2.014,0.023,9.796,0,78.6,-6.549,0,0,119.278,848.75,0,848.75,0,848.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.577,180.023,5.954,857.1,0.001,334.907,0.014,4.507e5,12,110,0.249,0.354,0.001
409.826,420.555,1390.555,-4.814,7.581,-0.065,0.068,-3.651,2354.357,2354.36,359.932,5.856,0.023,38.421,34,NaN,NaN,NaN,NaN,63.656,183.346,1.223e4,2000,2.014,0.023,9.796,0,78.6,-6.549,0,0,119.018,848.75,0,848.75,0,848.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.867,180.023,5.961,857.2,0.001,334.912,0.014,4.502e5,12,110,0.247,0.354,0.001
410.073,419.362,1389.362,-4.83,7.595,0.003,0.208,-3.651,2355.806,2355.809,359.932,5.862,0.208,38.421,34,NaN,NaN,NaN,NaN,63.656,183.346,1.223e4,2000,2.014,0.023,9.796,0,78.6,-6.549,0,0,119.877,848.75,0,848.75,0,848.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.759,180.023,5.969,857.3,0.001,334.916,0.014,4.519e5,12,110,0.247,0.354,0.001
410.32,418.171,1388.171,-4.829,7.555,0.168,1.867,-3.651,2357.245,2357.247,359.932,5.81,1.86,38.421,34,NaN,NaN,NaN,NaN,63.656,183.346,1.223e4,2000,2.014,0.023,9.796,0,78.6,-6.549,0,0,123.968,848.75,0,848.75,0,848.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.909,180.023,5.977,857.5,0.001,334.921,0.015,4.595e5,12,110,0.247,0.354,0.001
410.566,416.986,1386.986,-4.788,7.181,-0.167,0.19,-3.651,2358.621,2358.623,359.932,5.352,0.091,38.421,34,NaN,NaN,NaN,NaN,63.656,183.346,1.223e4,2000,2.014,0.023,9.796,0,78.6,-6.549,0,0,117.772,848.75,0,848.75,0,848.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.307,180.023,5.985,857.6,0.001,334.926,0.014,4.479e5,12,110,0.249,0.354,0.001
410.815,415.79,1385.79,-4.829,7.192,0.037,0.844,-3.651,2359.948,2359.951,359.932,5.329,0.843,38.421,34,NaN,NaN,NaN,NaN,63.656,183.346,1.223e4,2000,2.014,0.023,9.796,0,78.6,-6.549,0,0,120.706,848.75,0,848.75,0,848.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.743,180.023,5.992,857.7,0.001,334.93,0.014,4.535e5,12,110,0.246,0.354,0.001
411.061,414.601,1384.601,-4.82,7.341,-8.606e-4,0.817,-3.651,2361.287,2361.29,359.932,5.537,0.817,38.421,34,NaN,NaN,NaN,NaN,63.656,183.346,1.223e4,2000,2.014,0.023,9.796,0,78.6,-6.549,0,0,120.213,848.75,0,848.75,0,848.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.939,180.023,6,857.8,0.001,334.935,0.014,4.526e5,12,110,0.247,0.355,0.001
411.308,413.411,1383.411,-4.82,7.495,-0.024,0.417,-3.651,2362.68,2362.682,359.932,5.739,0.417,38.421,34,NaN,NaN,NaN,NaN,63.656,183.346,1.223e4,2000,2.014,0.023,9.796,0,78.6,-6.549,0,0,119.624,848.75,0,848.75,0,848.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.944,180.023,6.008,858,0.001,334.94,0.014,4.515e5,12,110,0.247,0.355,0.001
411.555,412.22,1382.22,-4.826,7.578,0.027,0.826,-3.651,2364.109,2364.112,359.932,5.842,0.826,38.421,34,NaN,NaN,NaN,NaN,63.656,183.346,1.223e4,2000,2.014,0.023,9.796,0,78.6,-6.549,0,0,120.56,848.75,0,848.75,0,848.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.248,180.023,6.016,858.1,0.001,334.944,0.014,4.532e5,12,110,0.247,0.355,0.001
411.802,411.031,1381.031,-4.82,7.731,0.094,1.604,-3.65,2365.574,2365.577,359.932,6.045,1.602,38.421,34,NaN,NaN,NaN,NaN,63.656,183.346,1.223e4,2000,2.014,0.023,9.796,0,78.6,-6.549,0,0,122.531,848.75,0,848.75,0,848.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.826,180.023,6.023,858.2,0.001,334.949,0.015,4.57e5,12,110,0.247,0.355,0.001
412.049,409.844,1379.844,-4.797,8.031,-0.115,0.479,-3.65,2367.115,2367.118,359.932,6.441,0.465,38.421,34,NaN,NaN,NaN,NaN,63.656,183.346,1.223e4,2000,2.014,0.023,9.796,0,78.6,-6.549,0,0,118.542,848.75,0,848.75,0,848.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.671,180.023,6.031,858.3,0.001,334.954,0.014,4.495e5,12,110,0.248,0.355,0.001
412.297,408.651,1378.651,-4.825,8.14,0.073,1.284,-3.65,2368.727,2368.73,359.932,6.556,1.282,38.421,34,NaN,NaN,NaN,NaN,63.656,183.346,1.223e4,2000,2.014,0.023,9.796,0,78.6,-6.549,0,0,121.709,848.75,0,848.75,0,848.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.183,180.023,6.039,858.5,0.001,334.958,0.015,4.555e5,12,110,0.247,0.355,0.001
412.543,407.464,1377.464,-4.807,8.386,-0.067,0.534,-3.65,2370.382,2370.385,359.932,6.872,0.53,38.421,34,NaN,NaN,NaN,NaN,63.656,183.346,1.223e4,2000,2.014,0.023,9.796,0,78.6,-6.549,0,0,119.17,848.75,0,848.75,0,848.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.61,180.023,6.046,858.6,0.001,334.963,0.014,4.507e5,12,110,0.247,0.355,0.001
412.79,406.273,1376.273,-4.824,8.289,-0.006,0.377,-3.65,2372.066,2372.069,359.932,6.741,0.377,38.421,34,NaN,NaN,NaN,NaN,63.656,183.346,1.223e4,2000,2.014,0.023,9.796,0,78.6,-6.549,0,0,119.825,848.75,0,848.75,0,848.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.927,180.023,6.054,858.7,0.001,334.968,0.014,4.519e5,12,110,0.247,0.355,0.001
413.037,405.083,1375.083,-4.825,8.366,0.15,1.792,-3.65,2373.739,2373.742,359.932,6.834,1.785,38.421,34,NaN,NaN,NaN,NaN,63.656,183.346,1.223e4,2000,2.014,0.023,9.796,0,78.6,-6.549,0,0,123.591,848.75,0,848.75,0,848.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.968,180.023,6.062,858.8,0.001,334.972,0.015,4.59e5,12,110,0.246,0.355,0.001
413.283,403.899,1373.899,-4.788,7.988,-0.154,0.186,-3.65,2375.369,2375.372,359.932,6.394,0.104,38.421,34,NaN,NaN,NaN,NaN,63.656,183.346,1.223e4,2000,2.014,0.023,9.796,0,78.6,-6.549,0,0,117.929,848.75,0,848.75,0,848.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.446,180.023,6.07,859,0.001,334.977,0.014,4.484e5,12,110,0.248,0.355,0.001
413.532,402.705,1372.705,-4.826,8.032,0.003,0.18,-3.649,2376.96,2376.963,359.932,6.42,0.18,38.421,34,NaN,NaN,NaN,NaN,63.656,183.346,1.223e4,2000,2.014,0.023,9.796,0,78.6,-6.549,0,0,119.863,848.75,0,848.75,0,848.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.331,180.023,6.077,859.1,0.001,334.982,0.014,4.521e5,12,110,0.246,0.355,0.001
413.778,401.517,1371.517,-4.826,7.996,0.107,1.474,-3.649,2378.536,2378.538,359.932,6.375,1.471,38.421,34,NaN,NaN,NaN,NaN,63.656,183.346,1.223e4,2000,2.014,0.023,9.796,0,78.6,-6.549,0,0,122.444,848.75,0,848.75,0,848.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.659,180.023,6.085,859.2,0.001,334.986,0.015,4.569e5,12,110,0.246,0.355,0.001
414.024,400.331,1370.331,-4.799,7.694,-0.09,0.565,-3.649,2380.061,2380.064,359.932,6.013,0.558,38.421,34,NaN,NaN,NaN,NaN,63.656,183.346,1.223e4,2000,2.014,0.023,9.796,0,78.6,-6.549,0,0,118.904,848.75,0,848.75,0,848.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.289,180.023,6.093,859.4,0.001,334.991,0.014,4.503e5,12,110,0.248,0.356,0.001
414.272,399.14,1369.14,-4.821,7.816,-0.012,0.244,-3.649,2381.568,2381.57,359.932,6.151,0.244,38.421,34,NaN,NaN,NaN,NaN,63.656,183.346,1.223e4,2000,2.014,0.023,9.796,0,78.6,-6.549,0,0,119.704,848.75,0,848.75,0,848.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.031,180.023,6.101,859.5,0.001,334.996,0.014,4.518e5,12,110,0.246,0.356,0.001
414.518,397.952,1367.952,-4.824,7.77,0.12,1.575,-3.649,2383.076,2383.079,359.932,6.091,1.57,38.421,34,NaN,NaN,NaN,NaN,63.656,183.346,1.223e4,2000,2.014,0.023,9.796,0,78.6,-6.549,0,0,122.789,848.75,0,848.75,0,848.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.855,180.023,6.108,859.6,0.001,335.001,0.015,4.576e5,12,110,0.246,0.356,0.001
414.765,396.767,1366.767,-4.795,8.059,-0.102,0.61,-3.649,2384.624,2384.627,359.932,6.478,0.601,38.421,34,NaN,NaN,NaN,NaN,63.656,183.346,1.223e4,2000,2.014,0.023,9.796,0,78.6,-6.549,0,0,118.789,848.75,0,848.75,0,848.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.775,180.023,6.116,859.7,0.001,335.005,0.014,4.501e5,12,110,0.248,0.356,0.001
415.012,395.576,1365.576,-4.82,8.194,-0.016,0.169,-3.649,2386.248,2386.25,359.932,6.627,0.168,38.421,34,NaN,NaN,NaN,NaN,63.656,183.346,1.223e4,2000,2.014,0.023,9.796,0,78.6,-6.549,0,0,119.634,848.75,0,848.75,0,848.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.544,180.023,6.124,859.9,0.001,335.01,0.014,4.517e5,12,110,0.246,0.356,0.001
415.259,394.388,1364.388,-4.824,8.163,0.059,1.085,-3.649,2387.876,2387.878,359.932,6.585,1.083,38.421,34,NaN,NaN,NaN,NaN,63.656,183.346,1.223e4,2000,2.014,0.023,9.796,0,78.6,-6.549,0,0,121.252,848.75,0,848.75,0,848.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.055,180.023,6.131,860,0.001,335.015,0.014,4.548e5,12,110,0.246,0.356,0.001
415.505,393.202,1363.202,-4.809,7.941,0.055,1.507,-3.648,2389.464,2389.467,359.932,6.319,1.506,38.421,34,NaN,NaN,NaN,NaN,63.656,183.346,1.223e4,2000,2.014,0.023,9.796,0,78.6,-6.549,0,0,121.884,848.75,0,848.75,0,848.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.054,180.023,6.139,860.1,0.001,335.019,0.015,4.56e5,12,110,0.247,0.356,0.001
415.752,392.016,1362.016,-4.796,8.232,-0.094,0.591,-3.648,2391.07,2391.073,359.932,6.691,0.583,38.422,34,NaN,NaN,NaN,NaN,63.656,183.346,1.223e4,2000,2.014,0.023,9.796,0,78.6,-6.549,0,0,118.868,848.75,0,848.75,0,848.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.979,180.023,6.147,860.2,0.001,335.024,0.014,4.503e5,12,110,0.248,0.356,0.001
416,390.825,1360.825,-4.819,8.363,-0.016,0.027,-3.648,2392.745,2392.748,359.932,6.835,0.022,38.422,34,NaN,NaN,NaN,NaN,63.656,183.346,1.223e4,2000,2.014,0.023,9.796,0,78.6,-6.549,0,0,119.612,848.75,0,848.75,0,848.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.846,180.023,6.155,860.4,0.001,335.029,0.014,4.518e5,12,110,0.246,0.356,0.001
416.246,389.638,1359.638,-4.823,8.37,0.044,0.926,-3.648,2394.43,2394.432,359.932,6.84,0.925,38.422,34,NaN,NaN,NaN,NaN,63.656,183.346,1.223e4,2000,2.014,0.023,9.796,0,78.6,-6.549,0,0,120.881,848.75,0,848.75,0,848.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.387,180.023,6.162,860.5,0.001,335.033,0.014,4.542e5,12,110,0.246,0.356,0.001
416.492,388.452,1358.452,-4.812,8.178,0.008,0.989,-3.648,2396.085,2396.088,359.932,6.613,0.989,38.422,34,NaN,NaN,NaN,NaN,63.656,183.346,1.223e4,2000,2.014,0.023,9.796,0,78.6,-6.549,0,0,120.51,848.75,0,848.75,0,848.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.098,180.023,6.17,860.6,0.001,335.038,0.014,4.535e5,12,110,0.247,0.356,0.001
416.739,387.265,1357.265,-4.81,8.376,0.008,1.054,-3.648,2397.747,2397.749,359.932,6.857,1.054,38.422,34,NaN,NaN,NaN,NaN,63.656,183.346,1.223e4,2000,2.014,0.023,9.796,0,78.6,-6.549,0,0,120.594,848.75,0,848.75,0,848.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.34,180.023,6.178,860.7,0.001,335.043,0.014,4.537e5,12,110,0.247,0.356,0.001
416.986,386.078,1356.078,-4.808,8.163,-0.032,0.674,-3.648,2399.406,2399.409,359.932,6.597,0.673,38.422,34,NaN,NaN,NaN,NaN,63.656,183.346,1.223e4,2000,2.014,0.023,9.796,0,78.6,-6.549,0,0,119.703,848.75,0,848.75,0,848.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.265,180.023,6.185,860.9,0.001,335.047,0.014,4.52e5,12,110,0.247,0.356,0.001
417.232,384.891,1354.891,-4.816,8.034,-0.018,0.295,-3.647,2401.014,2401.017,359.932,6.431,0.294,38.422,34,NaN,NaN,NaN,NaN,63.656,183.346,1.223e4,2000,2.014,0.023,9.796,0,78.6,-6.549,0,0,119.648,848.75,0,848.75,0,848.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.286,180.023,6.193,861,0.001,335.052,0.014,4.519e5,12,110,0.246,0.357,0.001
417.479,383.704,1353.704,-4.821,7.979,0.006,0.429,-3.647,2402.589,2402.592,359.932,6.358,0.429,38.422,34,NaN,NaN,NaN,NaN,63.656,183.346,1.223e4,2000,2.014,0.023,9.796,0,78.6,-6.549,0,0,119.998,848.75,0,848.75,0,848.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.147,180.023,6.201,861.1,0.001,335.057,0.014,4.526e5,12,110,0.246,0.357,0.001
417.725,382.517,1352.517,-4.819,7.894,0.001,0.426,-3.647,2404.141,2404.144,359.932,6.253,0.426,38.422,34,NaN,NaN,NaN,NaN,63.656,183.346,1.223e4,2000,2.014,0.023,9.796,0,78.6,-6.549,0,0,119.935,848.75,0,848.75,0,848.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.043,180.023,6.209,861.2,0.001,335.061,0.014,4.525e5,12,110,0.246,0.357,0.001
